Years,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1902[41]
Total Fertility Rate in India,5.95,5.92,5.89,5.86,5.82,5.79,4.38,5.76,5.76,5.75,5.75,5.75
